chain,merchant_id,city,product_type,product_item,order_num,quantity,transaction_time,order_status,price
Starbucks,SF102,San Francisco,Dessert,ChocolateSundae,459,1,2025-12-15T15:00:59.084392,COMPLETE,3.8
Chipotle,BOS401,Boston,Dessert,BlueberryMuffin,448,1,2025-12-15T15:00:59.029968,COMPLETE,2.73
Burger King,PHI201,Philadelphia,Sandwich,BigMac,429,1,2025-12-15T15:00:59.076797,COMPLETE,7.36
Burger King,DAL201,Dallas,Drinks,DietCoke,424,1,2025-12-15T15:00:59.145779,COMPLETE,2.48
Starbucks,SEA101,Seattle,Sandwich,BBQBeef,416,1,2025-12-15T15:00:59.006616,COMPLETE,8.18
Burger King,PHI201,Philadelphia,Dessert,Cookie,430,3,2025-12-15T15:00:59.165904,COMPLETE,5.36
KFC,DAL301,Dallas,Drinks,DietCoke,462,1,2025-12-15T15:00:59.062245,COMPLETE,2.55
Chipotle,MIA401,Miami,Drinks,Milkshake,437,1,2025-12-15T15:00:59.122874,COMPLETE,4.72
Chipotle,CHI401,Chicago,Drinks,MatchaLatte,444,1,2025-12-15T15:00:59.047546,COMPLETE,5.66
KFC,DEN301,Denver,Combo,ValueMealA,423,1,2025-12-15T15:00:59.062229,COMPLETE,8.26
Burger King,CHI201,Chicago,Drinks,OrangeJuice,458,1,2025-12-15T15:00:59.008123,COMPLETE,3.09
KFC,MIA301,Miami,Drinks,DietCoke,417,1,2025-12-15T15:00:59.090471,COMPLETE,2.54
Chipotle,NYC401,New York,Drinks,OrangeJuice,439,1,2025-12-15T15:00:59.073071,COMPLETE,3.53
KFC,HOU301,Houston,Sandwich,VeggieDelight,429,1,2025-12-15T15:00:59.162851,COMPLETE,6.19
Starbucks,MIA101,Miami,Combo,SnackCombo,400,1,2025-12-15T15:00:59.177536,COMPLETE,7.23
Chipotle,BOS401,Boston,Combo,ValueMealA,449,2,2025-12-15T15:00:59.129802,COMPLETE,16.95
Burger King,SEA201,Seattle,Dessert,ChocolateSundae,423,1,2025-12-15T15:00:59.119540,COMPLETE,3.77
Burger King,SF201,San Francisco,Dessert,CheesecakeSlice,422,2,2025-12-15T15:00:59.052438,COMPLETE,8.6
Burger King,LA201,Los Angeles,Dessert,ChocolateChipCookie,472,2,2025-12-15T15:00:59.023485,COMPLETE,4.28
Chipotle,DAL401,Dallas,Drinks,OrangeJuice,453,1,2025-12-15T15:00:59.068416,COMPLETE,3.56
Chipotle,BOS401,Boston,Sandwich,ChipotleChicken,450,1,2025-12-15T15:00:59.130747,COMPLETE,7.34
Starbucks,LA101,Los Angeles,Dessert,CheesecakeSlice,419,2,2025-12-15T15:00:59.052218,COMPLETE,8.95
Burger King,MIA201,Miami,Dessert,VanillaSundae,386,2,2025-12-15T15:00:59.066332,COMPLETE,7.17
Chipotle,ATL401,Atlanta,Drinks,Mocha,452,1,2025-12-15T15:00:59.098323,COMPLETE,5.29
Starbucks,SF102,San Francisco,Sandwich,ChipotleChicken,460,2,2025-12-15T15:00:59.149153,COMPLETE,15.33
Chipotle,LA401,Los Angeles,Combo,DoubleChickenCombo,457,1,2025-12-15T15:00:59.150977,COMPLETE,13.2
KFC,DEN301,Denver,Drinks,IcedCoffee,424,1,2025-12-15T15:00:59.117334,COMPLETE,3.96
Burger King,DAL201,Dallas,Sandwich,SpicyChicken,425,2,2025-12-15T15:00:59.213809,COMPLETE,13.88
McDonalds,MIA001,Miami,Dessert,Donut,442,1,2025-12-15T15:00:59.089857,COMPLETE,2.02
KFC,SEA301,Seattle,Combo,SnackCombo,466,1,2025-12-15T15:00:59.004519,COMPLETE,7.08
Starbucks,SF101,San Francisco,Sandwich,QuarterPounder,415,1,2025-12-15T15:00:59.034816,COMPLETE,7.79
Chipotle,BOS401,Boston,Combo,FamilyBucket,451,1,2025-12-15T15:00:59.162565,COMPLETE,19.9
Starbucks,LA101,Los Angeles,Drinks,IcedCoffee,420,1,2025-12-15T15:00:59.108583,COMPLETE,3.74
Burger King,SF201,San Francisco,Sandwich,QuarterPounder,423,1,2025-12-15T15:00:59.148574,COMPLETE,7.35
Chipotle,DAL401,Dallas,Dessert,ApplePie,454,1,2025-12-15T15:00:59.091210,COMPLETE,2.46
KFC,MIA301,Miami,Drinks,Sprite,418,2,2025-12-15T15:00:59.096533,COMPLETE,4.95
Starbucks,SF102,San Francisco,Sandwich,VeggieDelight,461,3,2025-12-15T15:00:59.189455,COMPLETE,18.95
Starbucks,MIA101,Miami,Drinks,Mocha,401,1,2025-12-15T15:00:59.203716,COMPLETE,5.0
Burger King,ATL201,Atlanta,Sandwich,GrilledChicken,423,1,2025-12-15T15:00:59.040269,COMPLETE,6.91
Starbucks,SF101,San Francisco,Drinks,Mocha,416,1,2025-12-15T15:00:59.119988,COMPLETE,4.78
Starbucks,SF102,San Francisco,Combo,HealthyCombo,462,1,2025-12-15T15:00:59.190815,COMPLETE,10.5
McDonalds,NYC004,New York,Drinks,Milkshake,449,2,2025-12-15T15:00:59.143016,COMPLETE,8.78
Burger King,SEA201,Seattle,Combo,HealthyCombo,424,1,2025-12-15T15:00:59.218820,COMPLETE,11.14
KFC,NYC301,New York,Dessert,VanillaSundae,446,2,2025-12-15T15:00:59.131739,COMPLETE,7.36
KFC,PHO301,Phoenix,Drinks,Coke,397,1,2025-12-15T15:00:59.050427,COMPLETE,2.49
Starbucks,CHI101,Chicago,Dessert,Cookie,388,1,2025-12-15T15:00:59.000625,COMPLETE,1.76
Starbucks,SEA101,Seattle,Drinks,IcedCoffee,417,1,2025-12-15T15:00:59.061031,COMPLETE,4.13
Chipotle,CHI401,Chicago,Combo,SnackCombo,445,1,2025-12-15T15:00:59.048242,COMPLETE,7.85
Starbucks,NYC102,New York,Dessert,ChocolateChipCookie,405,1,2025-12-15T15:00:59.146447,COMPLETE,1.93
Chipotle,DAL401,Dallas,Sandwich,BBQBeef,455,1,2025-12-15T15:00:59.166192,COMPLETE,7.37
Burger King,NYC201,New York,Combo,ValueMealA,432,1,2025-12-15T15:01:00.012527,COMPLETE,8.88
McDonalds,NYC001,New York,Dessert,Donut,450,3,2025-12-15T15:01:00.020249,COMPLETE,6.27
Starbucks,CHI101,Chicago,Combo,PremiumCombo,389,1,2025-12-15T15:01:00.086638,COMPLETE,11.5
KFC,SF301,San Francisco,Drinks,DietCoke,459,1,2025-12-15T15:01:00.065029,COMPLETE,2.58
Chipotle,CHI401,Chicago,Dessert,BlueberryMuffin,446,1,2025-12-15T15:01:00.095894,COMPLETE,2.98
Chipotle,SEA401,Seattle,Sandwich,VeggieDelight,379,1,2025-12-15T15:01:00.074022,COMPLETE,6.46
Starbucks,SF101,San Francisco,Drinks,OrangeJuice,417,2,2025-12-15T15:01:00.057076,COMPLETE,6.71
McDonalds,MIA001,Miami,Combo,SnackCombo,443,1,2025-12-15T15:01:00.014616,COMPLETE,6.97
KFC,SEA301,Seattle,Sandwich,CrispyChicken,467,1,2025-12-15T15:01:00.099263,COMPLETE,6.8
Burger King,PHI201,Philadelphia,Sandwich,TurkeyClub,431,1,2025-12-15T15:01:00.036037,COMPLETE,7.29
McDonalds,CHI001,Chicago,Combo,ValueMealA,484,1,2025-12-15T15:01:00.054268,COMPLETE,8.66
KFC,PHO301,Phoenix,Drinks,OrangeJuice,398,1,2025-12-15T15:01:00.021517,FAILED,3.3
Burger King,ATL201,Atlanta,Combo,BurgerFriesDrink,424,1,2025-12-15T15:01:00.034851,COMPLETE,10.49
Burger King,ATL201,Atlanta,Dessert,Cookie,425,1,2025-12-15T15:01:00.071884,COMPLETE,1.79
Starbucks,SF101,San Francisco,Combo,PremiumCombo,418,1,2025-12-15T15:01:00.069908,COMPLETE,12.44
Chipotle,SF401,San Francisco,Dessert,ChocolateChipCookie,426,1,2025-12-15T15:01:00.082095,COMPLETE,1.89
Burger King,SF201,San Francisco,Sandwich,VeggieDelight,424,1,2025-12-15T15:01:00.031722,COMPLETE,6.54
McDonalds,NYC001,New York,Dessert,BlueberryMuffin,451,1,2025-12-15T15:01:00.089642,COMPLETE,3.08
McDonalds,SEA001,Seattle,Drinks,IcedCoffee,454,2,2025-12-15T15:01:00.082245,COMPLETE,7.56
Burger King,PHI201,Philadelphia,Drinks,ColdBrew,432,2,2025-12-15T15:01:00.075114,COMPLETE,10.1
Burger King,ATL201,Atlanta,Dessert,Cookie,426,2,2025-12-15T15:01:00.110569,COMPLETE,3.45
KFC,SEA301,Seattle,Combo,DoubleChickenCombo,468,1,2025-12-15T15:01:00.149021,COMPLETE,11.93
Starbucks,SF102,San Francisco,Sandwich,VeggieDelight,463,1,2025-12-15T15:01:00.059091,COMPLETE,6.51
McDonalds,CHI001,Chicago,Sandwich,BLT,485,1,2025-12-15T15:01:00.073910,COMPLETE,6.76
KFC,NYC301,New York,Dessert,Donut,447,2,2025-12-15T15:01:00.017327,COMPLETE,3.88
KFC,LA301,Los Angeles,Dessert,VanillaSundae,433,1,2025-12-15T15:01:00.033649,COMPLETE,4.03
Starbucks,NYC102,New York,Combo,KidsMeal,406,1,2025-12-15T15:01:00.014271,COMPLETE,6.88
Chipotle,MIA401,Miami,Drinks,DietCoke,438,3,2025-12-15T15:01:00.095223,COMPLETE,7.27
Starbucks,DAL101,Dallas,Dessert,IceCream,444,1,2025-12-15T15:01:00.072403,COMPLETE,3.23
McDonalds,CHI001,Chicago,Dessert,Cookie,486,2,2025-12-15T15:01:00.122141,COMPLETE,3.74
KFC,DAL301,Dallas,Combo,DoubleChickenCombo,463,2,2025-12-15T15:01:00.017086,COMPLETE,24.51
Burger King,SF201,San Francisco,Drinks,OrangeJuice,425,1,2025-12-15T15:01:00.065938,COMPLETE,3.22
Chipotle,BOS401,Boston,Combo,BurgerFriesDrink,452,1,2025-12-15T15:01:00.076878,COMPLETE,10.63
McDonalds,NYC003,New York,Dessert,ChocolateChipCookie,449,1,2025-12-15T15:01:00.038850,COMPLETE,2.0
McDonalds,NYC002,New York,Combo,KidsMeal,428,1,2025-12-15T15:01:00.049086,COMPLETE,6.6
Chipotle,PHI401,Philadelphia,Sandwich,GrilledChicken,443,1,2025-12-15T15:01:00.007336,COMPLETE,6.81
Burger King,NYC201,New York,Combo,ValueMealB,433,1,2025-12-15T15:01:00.079148,COMPLETE,9.18
Chipotle,DAL401,Dallas,Dessert,ChocolateChipCookie,456,1,2025-12-15T15:01:00.001205,COMPLETE,1.96
Burger King,ATL201,Atlanta,Drinks,OrangeJuice,427,1,2025-12-15T15:01:00.185830,COMPLETE,3.2
Starbucks,LA101,Los Angeles,Sandwich,TurkeyClub,421,1,2025-12-15T15:01:00.006789,COMPLETE,6.88
KFC,SF301,San Francisco,Combo,KidsMeal,460,1,2025-12-15T15:01:00.151497,COMPLETE,7.22
Chipotle,LA401,Los Angeles,Drinks,Coke,458,2,2025-12-15T15:01:00.067319,COMPLETE,5.47
Burger King,ATL201,Atlanta,Combo,HealthyCombo,428,2,2025-12-15T15:01:00.187755,COMPLETE,20.19
McDonalds,NYC001,New York,Drinks,ColdBrew,452,1,2025-12-15T15:01:00.142379,COMPLETE,5.21
Burger King,ATL201,Atlanta,Sandwich,BBQBeef,429,1,2025-12-15T15:01:00.188324,COMPLETE,7.6
Burger King,CHI201,Chicago,Drinks,Sprite,459,2,2025-12-15T15:01:00.047960,COMPLETE,4.91
Burger King,SF201,San Francisco,Combo,ValueMealA,426,1,2025-12-15T15:01:00.079845,COMPLETE,8.58
Chipotle,DAL401,Dallas,Drinks,Latte,457,1,2025-12-15T15:01:00.058541,COMPLETE,4.39
Chipotle,DAL401,Dallas,Drinks,Mocha,458,1,2025-12-15T15:01:00.091148,COMPLETE,5.33
Burger King,SF201,San Francisco,Sandwich,BigMac,427,1,2025-12-15T15:01:00.090688,COMPLETE,7.64
Starbucks,LA101,Los Angeles,Drinks,ColdBrew,422,1,2025-12-15T15:01:00.092405,COMPLETE,5.16
KFC,DAL301,Dallas,Sandwich,TurkeyClub,464,1,2025-12-15T15:01:00.025163,COMPLETE,6.92
Starbucks,LA101,Los Angeles,Sandwich,CrispyChicken,423,1,2025-12-15T15:01:00.184999,COMPLETE,6.44
McDonalds,LA001,Los Angeles,Drinks,ColdBrew,434,3,2025-12-15T15:01:00.038422,COMPLETE,13.67
Burger King,SF201,San Francisco,Combo,SnackCombo,428,2,2025-12-15T15:01:00.135179,COMPLETE,13.97
Chipotle,SF401,San Francisco,Sandwich,GrilledChicken,427,1,2025-12-15T15:01:00.088041,COMPLETE,6.74
Starbucks,DAL101,Dallas,Combo,ValueMealB,445,1,2025-12-15T15:01:00.129989,COMPLETE,8.83
Chipotle,ATL401,Atlanta,Combo,PremiumCombo,453,3,2025-12-15T15:01:00.070697,COMPLETE,33.39
Chipotle,MIA401,Miami,Sandwich,BBQBeef,439,1,2025-12-15T15:01:00.098898,COMPLETE,7.41
Chipotle,SEA401,Seattle,Drinks,IcedCoffee,380,1,2025-12-15T15:01:00.166775,COMPLETE,3.76
Starbucks,SF101,San Francisco,Sandwich,BigMac,419,1,2025-12-15T15:01:00.145556,FAILED,7.58
Starbucks,SF101,San Francisco,Dessert,VanillaSundae,420,1,2025-12-15T15:01:00.175959,COMPLETE,4.08
Burger King,SEA201,Seattle,Drinks,ColdBrew,425,1,2025-12-15T15:01:00.085402,COMPLETE,5.17
Starbucks,SF102,San Francisco,Sandwich,QuarterPounder,464,1,2025-12-15T15:01:00.062042,COMPLETE,7.45
McDonalds,DAL001,Dallas,Sandwich,CrispyChicken,429,1,2025-12-15T15:01:00.095679,COMPLETE,6.86
McDonalds,LA001,Los Angeles,Combo,ValueMealA,435,1,2025-12-15T15:01:00.072476,COMPLETE,8.39
Chipotle,ATL401,Atlanta,Combo,ChickenCombo,454,1,2025-12-15T15:01:00.119499,COMPLETE,10.78
Starbucks,LA101,Los Angeles,Drinks,Coke,424,2,2025-12-15T15:01:00.269990,COMPLETE,5.49
Burger King,SF201,San Francisco,Sandwich,BBQBeef,429,1,2025-12-15T15:01:00.194640,COMPLETE,8.36
Chipotle,CHI401,Chicago,Drinks,Mocha,447,2,2025-12-15T15:01:00.133789,COMPLETE,10.46
KFC,MIA301,Miami,Combo,DoubleChickenCombo,419,1,2025-12-15T15:01:01.094341,COMPLETE,13.09
McDonalds,DAL001,Dallas,Dessert,BlueberryMuffin,430,1,2025-12-15T15:01:01.097044,COMPLETE,3.02
Chipotle,MIA401,Miami,Drinks,MatchaLatte,440,2,2025-12-15T15:01:01.057676,COMPLETE,10.89
KFC,MIA301,Miami,Combo,ValueMealA,420,3,2025-12-15T15:01:01.142879,COMPLETE,25.74
Starbucks,SF102,San Francisco,Dessert,Donut,465,1,2025-12-15T15:01:01.068834,COMPLETE,2.04
McDonalds,NYC002,New York,Combo,HealthyCombo,429,1,2025-12-15T15:01:01.051733,COMPLETE,10.04
KFC,DEN301,Denver,Sandwich,ChipotleChicken,425,1,2025-12-15T15:01:01.011117,COMPLETE,7.3
Burger King,PHI201,Philadelphia,Sandwich,ChipotleChicken,433,1,2025-12-15T15:01:01.003594,COMPLETE,7.51
Starbucks,LA101,Los Angeles,Sandwich,ChipotleChicken,425,1,2025-12-15T15:01:01.081607,COMPLETE,7.67
McDonalds,NYC001,New York,Sandwich,QuarterPounder,453,2,2025-12-15T15:01:01.036281,COMPLETE,15.52
Chipotle,PHI401,Philadelphia,Combo,KidsMeal,444,1,2025-12-15T15:01:01.098742,COMPLETE,6.83
KFC,SEA301,Seattle,Dessert,BlueberryMuffin,469,1,2025-12-15T15:01:01.054271,COMPLETE,3.04
Starbucks,DAL101,Dallas,Combo,KidsMeal,446,3,2025-12-15T15:01:01.005913,COMPLETE,19.96
KFC,DAL301,Dallas,Drinks,OrangeJuice,465,3,2025-12-15T15:01:01.033464,FAILED,10.62
Starbucks,NYC101,New York,Dessert,BlueberryMuffin,422,1,2025-12-15T15:01:01.055002,COMPLETE,2.87
KFC,LA301,Los Angeles,Sandwich,BBQBeef,434,1,2025-12-15T15:01:01.088783,COMPLETE,7.36
KFC,MIA301,Miami,Drinks,Mocha,421,1,2025-12-15T15:01:01.194759,COMPLETE,5.0
McDonalds,NYC002,New York,Sandwich,BLT,430,1,2025-12-15T15:01:01.145227,COMPLETE,7.01
KFC,CHI301,Chicago,Drinks,ColdBrew,426,3,2025-12-15T15:01:01.022921,COMPLETE,14.71
KFC,PHO301,Phoenix,Dessert,ChocolateSundae,399,1,2025-12-15T15:01:01.037574,COMPLETE,4.02
Starbucks,DAL101,Dallas,Dessert,Brownie,447,1,2025-12-15T15:01:01.061589,COMPLETE,2.98
Starbucks,SEA101,Seattle,Sandwich,GrilledChicken,418,2,2025-12-15T15:01:01.026150,COMPLETE,14.8
Chipotle,BOS401,Boston,Sandwich,GrilledChicken,453,1,2025-12-15T15:01:01.008342,COMPLETE,6.62
Chipotle,SF401,San Francisco,Drinks,OrangeJuice,428,1,2025-12-15T15:01:01.082032,COMPLETE,3.36
Chipotle,CHI401,Chicago,Combo,KidsMeal,448,1,2025-12-15T15:01:01.077973,COMPLETE,6.99
Starbucks,DAL101,Dallas,Combo,BurgerFriesDrink,448,2,2025-12-15T15:01:01.064281,COMPLETE,21.18
Burger King,NYC201,New York,Dessert,ChocolateChipCookie,434,1,2025-12-15T15:01:01.015687,COMPLETE,1.89
KFC,DEN301,Denver,Dessert,IceCream,426,1,2025-12-15T15:01:01.077205,COMPLETE,3.44
Burger King,DAL201,Dallas,Dessert,VanillaSundae,426,1,2025-12-15T15:01:01.094500,FAILED,3.87
Chipotle,SEA401,Seattle,Drinks,IcedCoffee,381,2,2025-12-15T15:01:01.092620,COMPLETE,7.45
McDonalds,SF001,San Francisco,Sandwich,BBQBeef,455,2,2025-12-15T15:01:01.065456,COMPLETE,15.63
Burger King,SEA201,Seattle,Drinks,ColdBrew,426,1,2025-12-15T15:01:01.075221,COMPLETE,5.21
Chipotle,DAL401,Dallas,Drinks,Sprite,459,2,2025-12-15T15:01:01.072677,COMPLETE,5.03
Starbucks,SEA101,Seattle,Dessert,Cookie,419,1,2025-12-15T15:01:01.073901,COMPLETE,1.68
Burger King,SEA201,Seattle,Combo,SnackCombo,427,1,2025-12-15T15:01:01.129341,COMPLETE,7.15
McDonalds,SF001,San Francisco,Sandwich,GrilledChicken,456,2,2025-12-15T15:01:01.121938,COMPLETE,14.2
McDonalds,SEA001,Seattle,Drinks,OrangeJuice,455,3,2025-12-15T15:01:01.001810,COMPLETE,10.4
McDonalds,NYC002,New York,Combo,SnackCombo,431,1,2025-12-15T15:01:01.211339,COMPLETE,7.01
KFC,DEN301,Denver,Combo,KidsMeal,427,1,2025-12-15T15:01:01.088781,COMPLETE,6.51
Chipotle,CHI401,Chicago,Dessert,VanillaSundae,449,2,2025-12-15T15:01:01.126192,COMPLETE,8.1
KFC,PHO301,Phoenix,Combo,KidsMeal,400,1,2025-12-15T15:01:01.121942,COMPLETE,6.54
KFC,HOU301,Houston,Combo,ChickenCombo,430,1,2025-12-15T15:01:01.005422,COMPLETE,9.58
Burger King,CHI202,Chicago,Drinks,Milkshake,435,1,2025-12-15T15:01:01.003275,COMPLETE,4.84
KFC,SEA301,Seattle,Drinks,Latte,470,1,2025-12-15T15:01:01.141305,COMPLETE,4.1
McDonalds,NYC004,New York,Sandwich,GrilledChicken,450,1,2025-12-15T15:01:01.054773,COMPLETE,7.03
Starbucks,SF102,San Francisco,Dessert,VanillaSundae,466,2,2025-12-15T15:01:01.091737,FAILED,7.63
McDonalds,NYC004,New York,Dessert,Brownie,451,1,2025-12-15T15:01:01.122613,COMPLETE,3.16
Burger King,LA201,Los Angeles,Combo,DoubleChickenCombo,473,2,2025-12-15T15:01:01.059043,COMPLETE,26.32
McDonalds,NYC002,New York,Drinks,Sprite,432,1,2025-12-15T15:01:01.225854,COMPLETE,2.73
KFC,MIA301,Miami,Dessert,Cookie,422,1,2025-12-15T15:01:01.234201,COMPLETE,1.86
Burger King,SF201,San Francisco,Combo,PremiumCombo,430,4,2025-12-15T15:01:01.040389,COMPLETE,50.2
Chipotle,BOS401,Boston,Sandwich,CrispyChicken,454,2,2025-12-15T15:01:01.033849,COMPLETE,13.39
Burger King,ATL201,Atlanta,Sandwich,BigMac,430,1,2025-12-15T15:01:01.011236,COMPLETE,7.38
Starbucks,NYC101,New York,Dessert,Cookie,423,1,2025-12-15T15:01:01.073549,COMPLETE,1.76
McDonalds,SEA001,Seattle,Dessert,Brownie,456,1,2025-12-15T15:01:01.067039,COMPLETE,2.97
Burger King,CHI202,Chicago,Sandwich,BBQBeef,436,2,2025-12-15T15:01:01.008647,COMPLETE,15.18
Chipotle,SEA401,Seattle,Dessert,Brownie,382,1,2025-12-15T15:01:01.130025,COMPLETE,3.07
McDonalds,DAL001,Dallas,Sandwich,GrilledChicken,431,2,2025-12-15T15:01:01.108154,COMPLETE,13.39
Chipotle,CHI401,Chicago,Dessert,ChocolateSundae,450,2,2025-12-15T15:01:01.170958,COMPLETE,8.53
Burger King,LA201,Los Angeles,Combo,ValueMealB,474,2,2025-12-15T15:01:01.086292,COMPLETE,18.2
KFC,SF301,San Francisco,Dessert,ApplePie,461,1,2025-12-15T15:01:01.039437,COMPLETE,2.5
McDonalds,NYC003,New York,Sandwich,VeggieDelight,450,1,2025-12-15T15:01:01.067485,COMPLETE,6.35
McDonalds,SEA001,Seattle,Sandwich,QuarterPounder,457,1,2025-12-15T15:01:01.067767,COMPLETE,7.7
Chipotle,MIA401,Miami,Combo,ValueMealB,441,2,2025-12-15T15:01:01.131314,COMPLETE,18.1
Starbucks,CHI101,Chicago,Combo,PremiumCombo,390,1,2025-12-15T15:01:02.053978,COMPLETE,12.62
KFC,NYC301,New York,Sandwich,QuarterPounder,448,1,2025-12-15T15:01:02.010052,COMPLETE,7.33
Starbucks,SEA101,Seattle,Drinks,Coke,420,1,2025-12-15T15:01:02.024291,COMPLETE,2.59
KFC,CHI301,Chicago,Dessert,CheesecakeSlice,427,1,2025-12-15T15:01:02.031160,COMPLETE,4.81
McDonalds,NYC004,New York,Dessert,CheesecakeSlice,452,1,2025-12-15T15:01:02.011350,COMPLETE,4.36
Starbucks,NYC102,New York,Dessert,VanillaSundae,407,1,2025-12-15T15:01:02.023135,COMPLETE,3.65
Burger King,CHI201,Chicago,Sandwich,CrispyChicken,460,1,2025-12-15T15:01:02.091331,COMPLETE,6.33
KFC,DEN301,Denver,Drinks,IcedCoffee,428,1,2025-12-15T15:01:02.089044,COMPLETE,3.91
McDonalds,NYC003,New York,Sandwich,BLT,451,1,2025-12-15T15:01:02.098731,COMPLETE,6.62
KFC,CHI301,Chicago,Drinks,Latte,428,1,2025-12-15T15:01:02.116002,COMPLETE,4.44
Starbucks,SEA101,Seattle,Combo,SnackCombo,421,2,2025-12-15T15:01:02.028051,COMPLETE,13.99
Chipotle,BOS401,Boston,Dessert,ChocolateChipCookie,455,1,2025-12-15T15:01:02.027060,COMPLETE,2.02
Burger King,NYC201,New York,Combo,KidsMeal,435,1,2025-12-15T15:01:02.062996,COMPLETE,6.42
Starbucks,SEA101,Seattle,Dessert,ChocolateSundae,422,1,2025-12-15T15:01:02.101546,COMPLETE,4.14
Starbucks,SF101,San Francisco,Sandwich,BBQBeef,421,1,2025-12-15T15:01:02.032081,COMPLETE,8.21
McDonalds,LA001,Los Angeles,Drinks,Sprite,436,2,2025-12-15T15:01:02.070476,COMPLETE,5.16
Chipotle,SF401,San Francisco,Dessert,Brownie,429,1,2025-12-15T15:01:02.057493,COMPLETE,2.9
Chipotle,SF401,San Francisco,Combo,ValueMealB,430,1,2025-12-15T15:01:02.129758,COMPLETE,8.98
KFC,CHI301,Chicago,Drinks,Milkshake,429,1,2025-12-15T15:01:02.169431,COMPLETE,4.56
McDonalds,SF001,San Francisco,Sandwich,BLT,457,2,2025-12-15T15:01:02.002658,COMPLETE,12.54
Burger King,SF201,San Francisco,Combo,ValueMealA,431,1,2025-12-15T15:01:02.003841,COMPLETE,8.94
McDonalds,SEA001,Seattle,Combo,KidsMeal,458,2,2025-12-15T15:01:02.098006,COMPLETE,13.64
McDonalds,DAL001,Dallas,Drinks,Sprite,432,1,2025-12-15T15:01:02.071325,COMPLETE,2.71
Chipotle,NYC401,New York,Combo,HealthyCombo,440,1,2025-12-15T15:01:02.018387,COMPLETE,11.0
Starbucks,SEA101,Seattle,Combo,ValueMealB,423,1,2025-12-15T15:01:02.181233,COMPLETE,8.58
KFC,DEN301,Denver,Sandwich,GrilledChicken,429,1,2025-12-15T15:01:02.117347,FAILED,6.46
Starbucks,NYC101,New York,Combo,ValueMealB,424,1,2025-12-15T15:01:02.074231,COMPLETE,8.66
Chipotle,LA401,Los Angeles,Drinks,Sprite,459,1,2025-12-15T15:01:02.060174,COMPLETE,2.7
Burger King,ATL201,Atlanta,Sandwich,QuarterPounder,431,1,2025-12-15T15:01:02.076619,FAILED,7.49
Chipotle,MIA401,Miami,Dessert,ChocolateChipCookie,442,1,2025-12-15T15:01:02.042236,COMPLETE,2.06
McDonalds,CHI001,Chicago,Dessert,IceCream,487,4,2025-12-15T15:01:02.035822,COMPLETE,12.38
Starbucks,SF102,San Francisco,Sandwich,CrispyChicken,467,1,2025-12-15T15:01:02.051771,COMPLETE,6.38
McDonalds,NYC004,New York,Sandwich,SpicyChicken,453,1,2025-12-15T15:01:02.065221,COMPLETE,6.67
Burger King,SEA201,Seattle,Drinks,Coke,428,1,2025-12-15T15:01:02.027963,COMPLETE,2.72
McDonalds,NYC001,New York,Drinks,Sprite,454,1,2025-12-15T15:01:02.023844,COMPLETE,2.5
McDonalds,SF001,San Francisco,Combo,SnackCombo,458,1,2025-12-15T15:01:02.054480,COMPLETE,7.39
Starbucks,SEA101,Seattle,Drinks,Milkshake,424,1,2025-12-15T15:01:02.216425,COMPLETE,4.82
Burger King,PHI201,Philadelphia,Dessert,Cookie,434,1,2025-12-15T15:01:02.060486,COMPLETE,1.71
McDonalds,NYC002,New York,Drinks,Sprite,433,1,2025-12-15T15:01:02.009141,COMPLETE,2.67
McDonalds,SF001,San Francisco,Dessert,Brownie,459,2,2025-12-15T15:01:02.065473,COMPLETE,6.12
Burger King,LA201,Los Angeles,Sandwich,SpicyChicken,475,2,2025-12-15T15:01:02.066792,COMPLETE,14.37
Burger King,CHI201,Chicago,Combo,PremiumCombo,461,1,2025-12-15T15:01:02.128037,COMPLETE,12.03
Burger King,PHI201,Philadelphia,Drinks,Coke,435,1,2025-12-15T15:01:02.116400,COMPLETE,2.48
Chipotle,LA401,Los Angeles,Combo,KidsMeal,460,1,2025-12-15T15:01:02.124052,COMPLETE,6.86
Chipotle,SF401,San Francisco,Sandwich,VeggieDelight,431,1,2025-12-15T15:01:02.160703,COMPLETE,5.93
Chipotle,ATL401,Atlanta,Combo,PremiumCombo,455,1,2025-12-15T15:01:02.061555,COMPLETE,12.41
KFC,PHO301,Phoenix,Dessert,ChocolateSundae,401,1,2025-12-15T15:01:02.024623,COMPLETE,3.95
Burger King,MIA201,Miami,Sandwich,BigMac,387,1,2025-12-15T15:01:02.087487,COMPLETE,7.93
McDonalds,SEA001,Seattle,Drinks,Sprite,459,1,2025-12-15T15:01:02.142590,COMPLETE,2.59
Burger King,SF201,San Francisco,Combo,PremiumCombo,432,1,2025-12-15T15:01:02.099280,COMPLETE,11.5
McDonalds,LA001,Los Angeles,Dessert,CheesecakeSlice,437,1,2025-12-15T15:01:02.150253,COMPLETE,4.45
Starbucks,CHI101,Chicago,Sandwich,BBQBeef,391,2,2025-12-15T15:01:02.148915,COMPLETE,15.56
Chipotle,BOS401,Boston,Dessert,CheesecakeSlice,456,1,2025-12-15T15:01:02.086384,COMPLETE,4.55
Starbucks,SEA101,Seattle,Sandwich,QuarterPounder,425,1,2025-12-15T15:01:02.307777,COMPLETE,7.7
KFC,MIA301,Miami,Dessert,Cookie,423,1,2025-12-15T15:01:02.049552,FAILED,1.71
